Segment,Age,AGENT_FIRST_NAME,AGENT_LAST_NAME,AGENT_DOB,row_count,NPN,LICENSE_NUMBER,LICENSE_TYPE,BROKERDEALER_NAME,QUALIFICATION,CITY,STATE_REGISTERED_ARRAY,NUM_STATE_REGISTERED,EDUCATION,GENDER,HOUSE_OWNERSHIP,MAPPED_CUST_ID,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,OCCUPATION,POSTAL_CODE,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_OTHERS,PURCHASE_HABITS_TRAVEL,max,REPCRD,BDFIRMCRD,INDEPENDENT_CONTRACTOR_FLAG,AUM_SELFREPORTED,AGENT_TENURE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS,label,NPS_FEEDBACK,NPS_SCORE,AGENT_ID,MEMBERSHIP_STATUS_DATE,AGENT_MEMBERSHIP_PROGRAM_STATUS,CHANNEL,COMPLAINTS_LAST_12_MONTHS,COMPLAINT_CATEGORY,PREMIUM_AMOUNT
Independent Agents,46,DANNY,MACIASZEK,275702400000,1,19099444,2399945,Adjuster,"[""Premier Group Insurance Inc.""]",Adjuster - All Lines,DALLAS,"[""NH""]",1,ASSOCIATE,M,OTHER,28915850167,DIVORCED,2,4,MANAGER,752660042,1,1,1,0,0,state,978055,82201,,0,13.4,6,Detractor,Unexpected policy lapses due to hidden rules.,2,28915850167,1636070400000,Visited,Event,1,Sales,4040
Emerging Experts,41,DAINA,MOORE,448243200000,1,19733844,2606224,Adjuster,"[""Starkweather & Shepley Insurance Brokerage Inc.""]",Adjuster - All Lines,SAN ANTONIO,"[""ND"",""TN"",""TX"",""RI""]",4,DOCTORATE,F,RENT,28991202885,SINGLE,3,2,MANAGER,78254,0,1,0,0,1,state,708363,78712,,44246018,4,14,Passive,"No major complaints, but nothing stands out as excellent either.",7,28991202885,1728691200000,Visited,Email Non Nurture,0,,4586
Independent Agents,57,AMGED,ASAAD,-71020800000,1,19468544,2566857,General Lines Agent,"[""TRICOR Insurance""]","Life, Accident, Health & HMO",MANSFIELD,"[""MA"",""NH"",""TN"",""IL""]",4,DOCTORATE,M,OTHER,29021559662,DIVORCED,3,3,MANAGER,76063,1,1,1,1,1,state,868995,91756,,1452838,15.1,9,Passive,Denied my hospitalization claim without sufficient reason.,6,29021559662,1703203200000,Attended,Web Content,0,,7746
Independent Agents,65,DEBRA,HENRIKSEN,-317260800000,1,2179138,2960484,General Lines Agent,"[""Rate Insurance LLC""]",Property and Casualty,LEHIGH ACRES,"[""KY""]",1,BACHELOR,M,OTHER,29045623139,DIVORCED,0,3,AGENT,33971,0,1,1,0,0,state,735519,67068,,1781810,14.1,6,Detractor,Aggressive upselling without clarifying plan differences.,3,29045623139,1727827200000,Visited,Paid Social,0,,3509
Independent Agents,40,DON,WHITE,466732800000,1,675527,3121008,General Lines Agent,"[""Lawley Insurance""]","Life, Accident, Health & HMO",WINSTON SALEM,"[""AL"",""SC""]",2,HIGH_SCHOOL,M,MORTGAGE,29089625150,MARRIED,3,4,BROKER,27104,0,0,1,1,0,state,906242,20559,,0,4.7,10,Promoter,Helpful and caring representatives made sure I chose the right plan.,10,29089625150,1679875200000,Visited,Search,0,,5179
Accomplished Professionals,51,KYLE,MAUPIN,140486400000,1,20419337,2883505,Adjuster,"[""TrueNorth""]",Adjuster - All Lines,COLUMBUS,"[""OR"",""CO""]",2,ASSOCIATE,M,MORTGAGE,29185933955,MARRIED,0,3,CONSULTANT,432152226,0,1,1,0,1,state,892867,64255,1,9350820,12.1,8,Passive,Difficult to get in touch with anyone after filing a claim.,6,29185933955,1648857600000,Visited,Paid Social,0,,8553
Independent Agents,34,JOSHUA,HUEY,665798400000,1,17230759,1906043,Adjuster,"[""Kapnick Insurance Group""]",Adjuster - All Lines,RICHARDSON,"[""ID"",""TX"",""MS"",""AK""]",4,MASTER,F,MORTGAGE,29211226600,DIVORCED,3,3,ADJUSTER,750824412,0,0,0,1,1,state,611896,51561,,2897351,6.6,4,Passive,"Some policy wording is hard to understand, but got help when I called.",7,29211226600,1744934400000,Visited,Email Nurture,0,,3984
Emerging Experts,43,CHRISTINA,ESPOSITO,382579200000,1,18826958,2852777,General Lines Agent,"[""Alliant Insurance Services/Confie""]","Life, Accident, Health & HMO",WEST HARTFORD,"[""IA"",""NC"",""SC""]",3,MASTER,M,RENT,29217270106,DIVORCED,1,3,CONSULTANT,06107,1,1,1,1,1,state,401394,75974,,0,17.8,14,Promoter,Renewal process was effortless and rates remain very competitive.,9,29217270106,1677542400000,Attended,Email Non Nurture,1,Sales,5492
Independent Agents,30,JOSHUA,RADUENZ,787536000000,1,21128049,3159911,General Lines Agent,"[""BroadStreet Partners Inc.""]","Life, Accident, Health & HMO",BOCA RATON,"[""ME""]",1,HIGH_SCHOOL,F,MORTGAGE,29228058307,WIDOWED,2,0,AGENT,334868720,0,0,1,1,1,state,291529,83912,,16810654,10.6,2,Passive,"My questions were answered, but agent was a bit formal.",8,29228058307,1748822400000,Sent,Search,10,Service,4458
Independent Agents,41,AHMAD,JONES,455414400000,1,20681773,2991147,Adjuster,"[""Patriot Growth Insurance Services LLC""]",Adjuster - All Lines,DESOTO,"[""NM"",""DE"",""ND""]",3,HIGH_SCHOOL,F,RENT,29290098822,SINGLE,1,2,ADJUSTER,75115,1,0,0,1,0,state,743408,74815,,0,14.7,11,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,10,29290098822,1711152000000,Sent,Web Content,11,Policy,6282
Independent Agents,37,AHMAD,JONES,576633600000,1,21358946,3247856,Adjuster,"[""Sunstar Insurance Group""]",Adjuster - All Lines,TYLER,"[""OR"",""VT""]",2,HIGH_SCHOOL,F,RENT,29290098822,SINGLE,1,2,ADJUSTER,75705,1,0,0,1,0,state,549401,41305,,4177092,8.8,11,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,10,29290098822,1711152000000,Sent,Web Content,11,Policy,5085
Independent Agents,57,KIMBERLY,RILEY,-62640000000,1,8306043,1770177,General Lines Agent,"[""Buckner Company""]","Life, Accident, Health & HMO",INDEPENDENCE,"[""AK"",""NC"",""WY"",""MA""]",4,BACHELOR,F,OTHER,29332434154,MARRIED,1,1,SERVICE,441312554,0,0,0,1,0,state,949659,11050,1,7815737,6.2,13,Promoter,They proactively offered extra riders for critical illness without upselling.,9,29332434154,1754697600000,Clicked,Search,1,Billing,5793
Independent Agents,41,KIMBERLY,RILEY,453772800000,1,8391643,1369284,Adjuster,"[""Robertson Ryan Insurance""]",Adjuster - P&C,IRVING,"[""ME"",""VT""]",2,BACHELOR,M,OTHER,29332434154,MARRIED,1,1,SERVICE,750632578,0,0,0,1,0,state,549741,45971,,5959786,0.8,13,Promoter,They proactively offered extra riders for critical illness without upselling.,9,29332434154,1754697600000,Clicked,Search,1,Billing,5969
Independent Agents,57,ROBBIN,LONG,-60739200000,1,21262806,3206266,General Lines Agent,"[""Hilb Group""]","Life, Accident, Health & HMO",EUSTACE,"[""NV"",""NH"",""ND""]",3,MASTER,F,OTHER,29374253248,DIVORCED,0,2,BROKER,75124,1,0,0,0,0,state,516930,13812,1,6735903,5.8,6,Detractor,Very high deductibles and complicated claim filing steps.,2,29374253248,1654041600000,Clicked,Email Nurture,6,Website,9818
Independent Agents,44,SAMANJERA,SPIVEY,343526400000,1,20428020,2882136,Adjuster,"[""Highstreet Insurance Partners""]",Adjuster - All Lines,RICHARDSON,"[""PA"",""OR"",""WA"",""AZ""]",4,DOCTORATE,M,OWN,29406047204,DIVORCED,1,4,MANAGER,750820159,1,0,1,1,0,state,387674,80391,,1765002,15.5,13,Passive,"Renewal reminders are appreciated, but online portal is basic.",7,29406047204,1663113600000,Registered,Paid Social,10,Claims,4733
Emerging Experts,48,MICHAEL,KAMMERER,225417600000,1,8784158,3292869,Managing General Agent,"[""Crest Insurance Group""]",MGA - P&C,LOVELAND,"[""ND""]",1,DOCTORATE,F,OTHER,29444191707,WIDOWED,3,3,AGENT,451408345,1,0,1,1,1,state,530522,81556,1,0,1.6,2,Detractor,My request to update beneficiaries took weeks to process.,3,29444191707,1601510400000,Clicked,Web Content,0,,3524
Independent Agents,63,JACQUELINE,CASTLE,-258336000000,1,17437893,1961638,General Lines Agent,"[""Kaplansky Insurance""]","Life, Accident, Health & HMO",ARLINGTON,"[""KY"",""WA"",""GA""]",3,BACHELOR,F,OWN,29446787713,SINGLE,1,1,SERVICE,76002,1,0,0,1,0,state,903470,99483,,752380,16.3,19,Promoter,Clear documentation and user-friendly website.,10,29446787713,1720915200000,Visited,Search,0,,5393
Independent Agents,58,WILLIAM,NORMAND,-87091200000,1,19925352,2899703,Life Agent,"[""Hausmann Group""]",Life Agent/Agency,ARLINGTON,"[""OK"",""WI"",""NH""]",3,BACHELOR,F,RENT,29457788673,MARRIED,1,3,MANAGER,76015,1,1,0,1,1,state,403032,32225,,3161120,9.3,9,Passive,Cover for critical illness isn't what was promised on the brochure.,5,29457788673,1614988800000,Sent,Event,2,Service,4388
Independent Agents,59,ADAM,COSELMON,-122256000000,1,3658018,1093300,General Lines Agent,"[""Trucordia""]","Life, Accident, Health & HMO",FENTON,"[""IN"",""CT""]",2,BACHELOR,M,MORTGAGE,29481729351,DIVORCED,3,0,CONSULTANT,484302604,1,0,0,0,0,state,383353,13057,,2240425,13.4,2,Promoter,Renewal process was effortless and rates remain very competitive.,10,29481729351,1721692800000,Registered,Search,12,Policy,6605
Independent Agents,57,DANIEL,MASON,-50889600000,1,2525543,1419145,Adjuster,"[""Buckner Company""]",Adjuster - All Lines,GILBERT,"[""MO"",""VA"",""NE"",""SD""]",4,BACHELOR,M,OWN,29541490706,MARRIED,1,2,MANAGER,852964270,1,1,0,0,0,state,374969,27396,,5506209,7.2,8,Passive,Signed up mainly because of a friend's recommendation. So far OK.,8,29541490706,1708732800000,Visited,Search,7,Claims,3745
Independent Agents,36,DANIEL,MASON,598320000000,1,2439636,493138,Adjuster,"[""USI Insurance Services""]",Adjuster - P&C,HOUSTON,"[""OK"",""LA""]",2,BACHELOR,M,OWN,29541490706,MARRIED,1,2,MANAGER,77007,1,1,0,0,0,state,747795,82315,,0,6.6,8,Passive,Signed up mainly because of a friend's recommendation. So far OK.,8,29541490706,1708732800000,Visited,Search,7,Claims,4798
Independent Agents,33,HUGO,SOLTERO,694051200000,1,2679564,1432101,General Lines Agent,"[""AssuredPartners""]",Property and Casualty,TAMPA,"[""GA"",""NH"",""MA""]",3,HIGH_SCHOOL,M,OTHER,29692498893,SINGLE,3,2,MANAGER,336263115,0,0,1,0,1,state,599956,58507,,5789504,15.1,6,Detractor,No update provided despite sending all relevant documents.,2,29692498893,1607472000000,Sent,Email Nurture,0,,3576
Independent Agents,60,KEISHA,KINCAID,-158198400000,1,20672026,3012113,Adjuster,"[""R&R Insurance Services Inc.""]",Adjuster - All Lines,MURFREESBORO,"[""WY"",""FL"",""NM""]",3,DOCTORATE,F,OWN,29703554316,WIDOWED,0,1,SERVICE,37130,0,1,0,0,0,state,361477,88831,1,26343842,6.2,10,Passive,"App works, but I'd like to see more features added.",8,29703554316,1685059200000,Sent,Referral,7,Website,4333
Independent Agents,62,ROBERT,KING,-215740800000,2,2200213,2750911,General Lines Agent,"[""Kaplansky Insurance""]","Life, Accident, Health & HMO",ROCKFORD,"[""MS"",""MI"",""MT""]",3,BACHELOR,F,RENT,29720140212,MARRIED,1,1,AGENT,61103,0,0,1,1,1,state,378046,85723,,1264081,7.2,3,Promoter,Easy to work with; I feel well covered.,10,29720140212,1731110400000,Registered,Multichannel Initiative,12,Website,11799
Accomplished Professionals,60,ROBERT,KING,-139017600000,2,21429500,3310619,General Lines Agent,"[""Unison Risk Advisors""]","Life, Accident, Health & HMO",ROANOKE,"[""VT"",""TX"",""NH"",""IA""]",4,BACHELOR,F,RENT,29720140212,MARRIED,1,1,AGENT,240163105,0,0,1,1,1,state,522729,19663,,1804352,3.1,3,Promoter,Easy to work with; I feel well covered.,10,29720140212,1731110400000,Registered,Multichannel Initiative,12,Website,6400
Independent Agents,25,ROBERT,KING,944697600000,2,21161445,3170005,Adjuster,"[""Swingle Collins & Associates Inc.""]",Adjuster - All Lines,AUBREY,"[""NE"",""UT"",""AK"",""LA""]",4,BACHELOR,M,RENT,29720140212,MARRIED,1,1,AGENT,76227,0,0,1,1,1,state,116291,15187,1,0,10,3,Promoter,Easy to work with; I feel well covered.,10,29720140212,1731110400000,Registered,Multichannel Initiative,12,Website,6068
Independent Agents,25,ROBERT,KING,946771200000,2,20875928,3077982,General Lines Agent,"[""Tompkins Insurance Agencies Inc.""]","Life, Accident, Health & HMO",WAXAHACHIE,"[""WI""]",1,BACHELOR,M,RENT,29720140212,MARRIED,1,1,AGENT,76157,0,0,1,1,1,state,923768,16344,,0,20.3,3,Promoter,Easy to work with; I feel well covered.,10,29720140212,1731110400000,Registered,Multichannel Initiative,12,Website,5263
Independent Agents,25,DESIR,JOHNSON,959040000000,1,17600906,2181540,Adjuster,"[""CAC Group""]",Adjuster - All Lines,ALTAMONTE SPRINGS,"[""MO"",""RI"",""OH"",""FL""]",4,ASSOCIATE,M,MORTGAGE,29725291997,MARRIED,2,0,AGENT,327141709,0,0,1,0,1,state,445755,27383,,3076546,10.2,14,Passive,"Customer support is helpful sometimes, slow to respond other times.",7,29725291997,1672099200000,Sent,Web Content,5,Sales,8354
Independent Agents,35,ROBERT,COSTELLO,635904000000,1,20540825,2947599,General Lines Agent,"[""The Baldwin Group""]","Life, Accident, Health & HMO",DURHAM,"[""MS""]",1,MASTER,F,OWN,29776536873,WIDOWED,0,4,AGENT,27712,1,1,0,0,1,state,640775,24539,1,0,9.8,6,Promoter,Quick reimbursement for dental claims last month.,10,29776536873,1734912000000,Visited,Search,9,Service,6140
Independent Agents,54,STEVEN,SINGLETARY,40694400000,1,19485829,2775384,Adjuster,"[""Unison Risk Advisors""]",Adjuster - P&C,NORCROSS,"[""ND""]",1,MASTER,F,OTHER,29885253040,SINGLE,3,3,AGENT,300934569,1,1,0,1,0,state,230480,33798,1,2396621,14.1,9,Passive,Claim payout took over three months after countless follow-ups.,6,29885253040,1732060800000,Visited,Web Content,2,Billing,4824
Comfortable retirees,61,CHARLES,PASTO,-169689600000,1,3073953,2827783,Pers Lines Prop and Cas Agent,"[""Superior Insurance Partners""]",Personal Lines Prop and Cas,FREDERICKSBURG,"[""MT"",""ME"",""KY""]",3,BACHELOR,F,OWN,29963481807,MARRIED,3,4,ADJUSTER,224120004,1,1,0,0,1,state,811884,27983,,545463,12.7,13,Promoter,Easy premium payments and transparent policy terms.,9,29963481807,1647475200000,Visited,Web Content,5,Sales,5936
Independent Agents,46,LETICIA,SANCHEZ,278380800000,1,8756498,1380125,Limited Lines Agent,"[""Frost Insurance Agency""]",Limited Lines,DALLAS,"[""MN"",""NV"",""NE"",""UT""]",4,DOCTORATE,M,RENT,29981022810,DIVORCED,1,0,CONSULTANT,75212,1,0,1,1,0,state,791792,81796,,7682815,12.6,14,Passive,Received all my policy documents on time. Haven't faced issues so far.,7,29981022810,1726272000000,Clicked,Paid Social,2,Claims,4076
Independent Agents,39,DEBORAH,LARGIE,517104000000,1,3629091,3092161,General Lines Agent,"[""Tompkins Insurance Agencies Inc.""]","Life, Accident, Health & HMO",MIRAMAR,"[""ID"",""VA"",""WY""]",3,MASTER,M,RENT,29995178681,DIVORCED,2,2,SERVICE,33025,0,0,1,1,1,state,593659,14519,,3561911,11.6,6,Detractor,They keep sending repetitive marketing emails despite my opt-out.,1,29995178681,1573344000000,Sent,Web Content,0,,4191
Independent Agents,46,ZERUBABEL,BEYENE,297388800000,1,20816039,3049157,General Lines Agent,"[""Lockton""]","Life, Accident, Health & HMO",HOUSTON,"[""NC"",""OR""]",2,HIGH_SCHOOL,M,RENT,30023047381,SINGLE,0,4,CONSULTANT,77018,0,0,0,0,0,state,323136,66481,1,0,2.4,7,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",10,30023047381,1723939200000,Visited,Search,11,Claims,6568
Independent Agents,26,MICHELLE,GONZALES,932342400000,1,19979612,2692845,General Lines Agent,"[""Shepherd Insurance""]",Property and Casualty,SAN BENITO,"[""AR"",""MA""]",2,MASTER,M,OTHER,30033901144,DIVORCED,3,2,CONSULTANT,78586,0,1,0,1,1,state,979660,63040,1,1426663,6.4,1,Detractor,Aggressive upselling without clarifying plan differences.,4,30033901144,1571011200000,Attended,Event,2,Policy,3714
Independent Agents,26,JAMES,LANDRUM,934848000000,1,16335613,1701004,General Lines Agent,"[""The Liberty Company Insurance Brokers""]",Property and Casualty,MIDLOTHIAN,"[""FL"",""MA""]",2,DOCTORATE,F,OTHER,30071995389,WIDOWED,1,2,MANAGER,760656778,1,1,0,0,1,state,169395,79691,,1119660,3.2,9,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",9,30071995389,1712361600000,Visited,Web Content,1,Website,6066
Independent Agents,39,KARJA,GRANT-HOYTE,494553600000,1,21537932,3314063,Adjuster - DHS Texas,"[""Paramount Exclusive Insurance Services Inc.""]",Adjuster - All Lines DHS TX,JB MDL,"[""SD"",""LA"",""NY"",""OR""]",4,MASTER,F,RENT,30109994934,SINGLE,1,3,CONSULTANT,08641,0,1,1,0,0,state,736490,67811,1,7425729,11.4,7,Promoter,Love the mobile app for managing my policies on the go.,9,30109994934,1603843200000,Visited,Event,10,Policy,9221
Independent Agents,60,JAMES,BUTLER,-160876800000,1,7138459,2565254,Surplus Lines Agent,"[""TIS Insurance Services Inc.""]",NONE,TOMBALL,"[""MT"",""VA"",""CO""]",3,DOCTORATE,M,OTHER,30168688482,SINGLE,3,2,MANAGER,773772585,1,0,1,0,1,state,477153,75510,,0,5.8,6,Detractor,Claim payout took over three months after countless follow-ups.,3,30168688482,1741824000000,Sent,Referral,12,Sales,3758
Independent Agents,31,JAMES,BUTLER,768355200000,1,1236946,1085344,General Lines Agent,"[""Inszone Insurance""]","Life, Accident, Health & HMO",SPRING BRANCH,"[""MI"",""SD""]",2,DOCTORATE,F,OTHER,30168688482,SINGLE,3,2,MANAGER,780705399,1,0,1,0,1,state,888908,96538,,47655956,2.8,6,Detractor,Claim payout took over three months after countless follow-ups.,3,30168688482,1741824000000,Sent,Referral,12,Sales,3360
Independent Agents,51,CASSIE,COSSAIRT,141868800000,1,9051910,2161438,Adjuster - DHS Texas,"[""Acrisure LLC""]",Adjuster - All Lines DHS TX,ATHOL,"[""LA"",""OR"",""MS""]",3,HIGH_SCHOOL,M,RENT,30187499306,WIDOWED,1,0,AGENT,838018693,0,0,0,1,0,state,836607,77941,,4730336,17.8,2,Detractor,Cover for critical illness isn't what was promised on the brochure.,0,30187499306,1697241600000,Registered,Multichannel Initiative,9,Claims,3565
Independent Agents,41,JACQUELYN,GRAHAM,449625600000,1,20628654,2967315,General Lines Agent,"[""TRICOR Insurance""]",Property and Casualty,DALLAS,"[""MN"",""WI"",""UT"",""NC""]",4,HIGH_SCHOOL,M,RENT,30271645034,MARRIED,3,1,BROKER,75206,0,0,0,0,0,state,805687,49074,1,9865342,5.8,4,Passive,Most interactions have been average – neither notably good nor bad.,7,30271645034,1568332800000,Sent,Event,3,Billing,4512
Independent Agents,58,FREDERICK,FISK,-86486400000,1,20684970,2992565,General Lines Agent,"[""OneGroup NY Inc.""]","Life, Accident, Health & HMO",KINGWOOD,"[""PA"",""MI"",""MD"",""NE""]",4,BACHELOR,M,OTHER,30273465138,SINGLE,3,0,SERVICE,773391206,0,0,0,1,0,state,959379,35741,,8531348,5.7,18,Promoter,They proactively offered extra riders for critical illness without upselling.,9,30273465138,1704067200000,Registered,Multichannel Initiative,0,,5787
Emerging Experts,41,KHALIL,SULAIMAN,451440000000,1,19904294,2714164,General Lines Agent,"[""Shepherd Insurance""]",Property and Casualty,GREENWOOD VILLAGE,"[""OR""]",1,BACHELOR,F,RENT,30395692567,DIVORCED,2,0,AGENT,80111,0,1,0,0,1,state,988801,68632,1,0,14.1,2,Promoter,Easy premium payments and transparent policy terms.,10,30395692567,1644019200000,Visited,Referral,7,Service,6298
Independent Agents,26,CHRISTOPHER,HUDAK,905385600000,1,19105425,2400497,Pers Lines Prop and Cas Agent,"[""Bowen, Miclette & Britt Insurance Agency LLC""]",Personal Lines Prop and Cas,SEFFNER,"[""FL"",""AK"",""RI""]",3,MASTER,F,RENT,30401739237,MARRIED,1,0,AGENT,335845860,0,0,0,1,1,state,797982,32476,,0,1.8,2,Promoter,Policy benefits exceeded my expectations and premiums are reasonable.,9,30401739237,1678406400000,Visited,Multichannel Initiative,0,,6166
Independent Agents,39,IAN,BAIER,517190400000,1,21653094,3363175,General Lines Agent,"[""TRICOR Insurance""]","Life, Accident, Health & HMO",COLUMBIA,"[""KS"",""NH"",""OK""]",3,ASSOCIATE,F,OTHER,30408407892,SINGLE,1,1,SERVICE,21046,0,1,1,0,0,state,468597,32042,,40000245,2.5,9,Passive,They keep sending repetitive marketing emails despite my opt-out.,5,30408407892,1760400000000,Sent,Web Content,4,Service,4497
Comfortable retirees,62,MATTHEW,DAUGHERTY,-204163200000,1,5440433,2228709,General Lines Agent,"[""Acrisure LLC""]","Life, Accident, Health & HMO",AVON,"[""AR""]",1,DOCTORATE,M,OWN,30419240007,WIDOWED,3,2,MANAGER,440114900,1,0,1,1,1,state,850137,63803,,9788875,10.3,18,Promoter,"My agent was very patient in answering all my questions, thank you!",9,30419240007,1764720000000,Visited,Multichannel Initiative,2,Sales,5753
Independent Agents,47,BRENDA,UDD,262051200000,1,21348145,3271091,General Lines Agent,"[""Mackoul Risk Solutions LLC.""]",Property and Casualty,WAUSAU,"[""SD""]",1,ASSOCIATE,M,OTHER,30439457884,SINGLE,0,1,MANAGER,54401,1,0,1,1,0,state,494796,86936,,5695870,16.4,19,Promoter,Helpful and caring representatives made sure I chose the right plan.,10,30439457884,1746403200000,Sent,Search,2,Policy,6206
Independent Agents,43,TIMOTHY,BLOMBERG,396057600000,1,6379046,1582281,Adjuster,"[""Ansay & Associates LLC""]",Adjuster - P&C,BOSTON,"[""MS"",""UT"",""NJ""]",3,DOCTORATE,F,MORTGAGE,30540133557,WIDOWED,1,2,MANAGER,021165066,0,0,0,1,0,state,822433,60181,,0,16.8,7,Passive,"Decent options for add-ons, though plan features could be clearer.",7,30540133557,1720396800000,Visited,Search,4,Sales,6321
Independent Agents,44,CYNTHIA,PASTRANO,338515200000,1,17275235,1916400,Escrow Officer,"[""Heffernan Insurance Brokers""]",NONE,CIBOLO,"[""NJ"",""CA"",""MA"",""MS""]",4,BACHELOR,M,OTHER,30608497412,DIVORCED,3,3,ADJUSTER,781083274,1,0,1,0,0,state,444257,95438,,38083847,1,2,Passive,Standard coverage with industry average benefits.,7,30608497412,1762300800000,Visited,Search,4,Service,4875
Independent Agents,32,ESAU,AVALOS,727142400000,1,1322423,931135,General Lines Agent,"[""The Daniel and Henry Company""]",Property and Casualty,PASADENA,"[""CT"",""OR"",""KY""]",3,ASSOCIATE,F,RENT,30622148574,WIDOWED,3,0,MANAGER,775042056,0,1,1,1,1,state,127388,70937,1,0,3.2,2,Promoter,Easy premium payments and transparent policy terms.,9,30622148574,1716681600000,Registered,Event,12,Service,5893
Independent Agents,51,FRED,WHEELER,137462400000,1,808187,1089991,General Lines Agent,"[""Commercial Insurance Associates""]","Life, Accident, Health & HMO",HERNDON,"[""TN""]",1,MASTER,F,OWN,30657687837,WIDOWED,1,1,AGENT,20171,0,0,1,1,1,state,532356,37756,1,1076676,6.4,11,Promoter,They proactively offered extra riders for critical illness without upselling.,9,30657687837,1549756800000,Visited,Event,11,Claims,6047
Independent Agents,39,BRIAN,POWELL,503020800000,2,1338350,1232288,General Lines Agent,"[""Accession Risk Management Group""]",Property and Casualty,LEAGUE CITY,"[""ME"",""FL"",""NE""]",3,HIGH_SCHOOL,M,RENT,30676036641,WIDOWED,3,4,MANAGER,775731444,0,1,1,0,1,state,183065,11984,1,1714712,10.7,5,Detractor,Have to chase the company for every small update.,0,30676036641,1657584000000,Registered,Web Content,0,,8453
Independent Agents,65,CYNTHIA,MARIN,-304819200000,1,2216660,963198,General Lines Agent,"[""Alera Group""]","Life, Accident, Health & HMO",SAN ANTONIO,"[""TN"",""AZ""]",2,MASTER,M,MORTGAGE,30717855054,WIDOWED,1,3,MANAGER,782454610,0,0,0,1,0,state,420171,53834,,11815608,17.2,14,Promoter,"My agent was very patient in answering all my questions, thank you!",10,30717855054,1744243200000,Visited,Web Content,0,,6097
Independent Agents,41,CYNTHIA,MARIN,458870400000,1,19400731,3039126,General Lines Agent,"[""Unison Risk Advisors""]","Life, Accident, Health & HMO",HOUSTON,"[""CO"",""OK"",""KS""]",3,MASTER,F,MORTGAGE,30717855054,WIDOWED,1,3,MANAGER,77076,0,0,0,1,0,state,746993,47863,,5025074,15.6,14,Promoter,"My agent was very patient in answering all my questions, thank you!",10,30717855054,1744243200000,Visited,Web Content,0,,5783
Accomplished Professionals,56,CYNTHIA,BEVERIDGE,-21340800000,1,1004710,1305179,General Lines Agent,"[""R&R Insurance Services Inc.""]",Property and Casualty,BRICK,"[""PA"",""AK""]",2,MASTER,M,OWN,30722512238,MARRIED,2,3,BROKER,087244859,1,0,1,1,1,state,613877,93343,1,7599773,18.8,14,Passive,"App works, but I'd like to see more features added.",7,30722512238,1746403200000,Visited,Multichannel Initiative,0,,4640
Independent Agents,61,YOHANA,RIZO,-171849600000,1,7692840,1558862,Adjuster,"[""Moreton & Company""]",Adjuster - All Lines,MAYFIELD VILLAGE,"[""RI""]",1,HIGH_SCHOOL,M,MORTGAGE,30784323691,DIVORCED,0,4,MANAGER,441431589,1,1,0,1,1,state,350837,90818,1,3087965,6.7,9,Promoter,Excellent accident coverage for the entire family – claims paid without hassle.,9,30784323691,1557014400000,Visited,Email Nurture,11,Billing,6240
Comfortable retirees,63,JESSICA,LAWRENCE,-262483200000,1,20767837,3346344,General Lines Agent,"[""Lockton""]","Life, Accident, Health & HMO",SPRING BRANCH,"[""IN""]",1,DOCTORATE,F,RENT,30786402610,DIVORCED,3,0,MANAGER,780703724,0,0,1,1,0,state,207532,76466,,0,9.2,4,Detractor,Delays in claim settlement left me frustrated and disappointed.,4,30786402610,1756944000000,Visited,Web Content,7,Billing,3544
Independent Agents,35,CHANDRA,MORRELL-STINSON,622080000000,1,20229570,2796590,Adjuster,"[""Moody Insurance Agency Inc.""]",Adjuster - All Lines,FORT WORTH,"[""IN"",""ME"",""RI"",""NV""]",4,ASSOCIATE,F,OWN,30793397374,DIVORCED,2,3,AGENT,761205016,0,1,1,0,1,state,980665,66931,1,0,16.8,4,Passive,Received generic responses on email but issues were eventually resolved.,8,30793397374,1697500800000,Registered,Web Content,4,Claims,4465
Independent Agents,28,JESSICA,PERRUCHON,871171200000,1,20746816,3021991,Adjuster,"[""Energy Insurance Agency""]",Adjuster - P&C,NAVARRE,"[""MS"",""TN"",""UT"",""ND""]",4,ASSOCIATE,M,OWN,30845238629,WIDOWED,0,1,ADJUSTER,32566,1,0,1,1,0,state,318541,67639,1,15320952,5.3,1,Passive,"Overall okay, but there’s room to improve response times.",8,30845238629,1678406400000,Clicked,Search,8,Billing,4216
Independent Agents,59,TERRI,SMITH,-122515200000,1,20358098,2880425,General Lines Agent,"[""Shepherd Insurance""]","Life, Accident, Health & HMO",SHILOH,"[""MS"",""OK"",""IN"",""IL""]",4,ASSOCIATE,M,OTHER,30857213992,SINGLE,2,2,SERVICE,622215106,1,0,0,0,1,state,209522,99155,,0,8.3,6,Detractor,Denied my hospitalization claim without sufficient reason.,3,30857213992,1702512000000,Visited,Search,6,Sales,4354
