NPN,LICENSE_NUMBER,NAME,LICENSE_TYPE,QUALIFICATION,ISSUE_DATE,EXPIRATION_DATE,CITY,STATE,POSTAL_CODE,PROVINCE,HOME_STATE,REPCRD,BDFIRMCRD,BROKERDEALER_NAME,GENDER,INSURANCE_LICENSE_FLAG,AGENT_EMAIL_VALIDATION_FLAG,INDEPENDENT_CONTRACTOR_FLAG,SELING_AGENT_FLAG,FIRM_ASSOCIATED,AGENT_DOB,SE2_HIRE_DATE,AUM_SELFREPORTED,RETIREMENT_PROD_SELLER,BRANCH_TYPE,STATE_REGISTERED,FIRST_POLICY_SOLD,AGENT_TENURE,PRIOR_FIRM_CRD,PRIOR_FIRM_LAST_DATE,PRIOR_FIRM_START_DATE
17430219,1959671,HILARION DASCO SANCHEZ JR,General Lines Agent,"Life, Accident, Health & HMO",1416268800000,2027-06-30,GLENN HEIGHTS,TX,751545539,null,WA,678159,76168,Watkins Insurance Group,F,,1,1,1,1,720230400000,1592784000000,36266967,1,Wirehouse,"WA,MD,MI",1595030400000,5.1,62022,2018-05-08,2015-08-23
21460467,3299453,SPIRIDON KARIDIS,General Lines Agent,"Life, Accident, Health & HMO",1740355200000,2027-02-28,SAINT CHARLES,MO,63303,null,LA,876197,47647,Lockton,F,1,1,1,1,,482803200000,1313452800000,19377544,1,Wirehouse,"LA,KY,KS",1313971200000,14,19007,2010-02-11,2003-09-14
7042177,2019568,PRYCE MIDDLETON HAYNES III,General Lines Agent,"Life, Accident, Health & HMO",1438041600000,2025-12-31,HUNTINGTON,WV,257222162,null,NC,613324,79711,The MJ Companies,M,1,1,1,1,1,311472000000,1715731200000,546667,,Independent,"NC,DE,ND,NJ",1724544000000,1.3,null,null,null
3648794,1432864,ALVINA DEBOIS,General Lines Agent,Property and Casualty,1172016000000,2027-07-31,ORLAND PARK,IL,604871022,null,ID,471670,63447,Signers National LLC,F,1,1,,,1,383097600000,1346457600000,30165533,1,Independent,"ID,MS,AZ",1351900800000,13,81354,2012-01-19,2004-06-07
18968359,2355381,SUSANA RODRIGUEZ,General Lines Agent,"Life, Accident, Health & HMO",1541635200000,2026-05-31,EL PASO,TX,79905,null,WI,656871,97008,Buckner Company,M,1,1,,1,1,-87350400000,1539475200000,0,,Wirehouse,"WI,NV",1553731200000,6.8,76335,2015-04-09,2013-09-20
17030111,1861692,BRIAN CLIFFORD,Adjuster,Adjuster - P&C,1382054400000,2026-01-31,HARTFORD,CT,06103,null,ID,345106,71361,Heffernan Insurance Brokers,F,1,1,1,1,1,888537600000,1162684800000,8177441,1,Independent,ID,1175385600000,18.8,23651,2004-11-08,1999-08-20
16105562,2232968,ANTHONY VUONO,Adjuster,Adjuster - All Lines,1507593600000,2025-12-31,COLUMBIA,MD,210454475,null,KY,417320,91083,Lockton,F,1,,1,1,1,800755200000,1391817600000,6838805,1,Independent,"KY,NM",1399161600000,11.5,null,null,null
20360182,2967578,KENTON BOGAN,Adjuster,Adjuster - All Lines,1677196800000,2027-06-30,AMARILLO,TX,79119,null,IN,333003,40686,Cross Insurance,F,1,1,1,1,1,153705600000,1125014400000,0,,Wirehouse,"IN,ME,RI",1129075200000,20,71427,2002-04-13,1995-08-07
1132096,2921323,VICTOR DUPUIS,Life Agent,Life Agent/Agency,1667174400000,2026-01-31,KENNETT SQUARE,PA,193480000,null,MD,499417,47323,Hilb Group,M,1,1,1,,1,-130636800000,1287878400000,8300774,,Wirehouse,MD,1289779200000,14.8,null,null,null
17338426,2384127,NICHOLL VARNADOE,Adjuster,Adjuster - P&C,1551139200000,2027-07-31,WADDELL,AZ,853557599,null,TN,620538,25167,Hotchkiss Insurance,M,1,,,1,1,256435200000,1513296000000,5104671,1,Independent,"TN,TX,NY,SD",1526860800000,7.7,26457,2017-03-15,2009-10-23
1462183,1825376,JOHN UBELHOR,General Lines Agent,"Life, Accident, Health & HMO",1366934400000,2025-11-30,BOONVILLE,IN,476019594,null,MO,989328,89713,Acrisure LLC,N,1,1,,1,1,-312163200000,1165536000000,1362725,1,Independent,"MO,CT,IA",1173225600000,18.7,46676,2002-03-27,1994-07-29
1276811,882722,GARY MAXFIELD,General Lines Agent,"Life, Accident, Health & HMO",807235200000,2026-09-30,FORT WORTH,TX,762444371,null,NJ,625078,18530,Kaplansky Insurance,M,1,1,1,,1,206064000000,1606176000000,7368037,,Independent,"NJ,NE",1620864000000,4.7,null,null,null
7908933,1249655,CHARLES GOTAUTAS,Adjuster,Adjuster - P&C,1066608000000,2026-02-28,FUQUAY VARINA,NC,275269422,null,NC,412724,81056,Frost Insurance Agency,F,1,1,,1,1,105062400000,1334707200000,1381565,1,Independent,NC,1344124800000,13.3,61629,2011-07-29,2009-07-07
20305354,3044567,ANISSA FONDREN,General Lines Agent,"Life, Accident, Health & HMO",1691020800000,2025-06-30,MEMPHIS,TN,38125,null,DC,232932,17410,Alera Group,F,,1,,1,1,216086400000,1641427200000,0,,Wirehouse,"DC,RI,MS,AZ",1652054400000,3.6,50302,2016-10-25,2015-04-22
1309484,915075,DAVID CONNER,General Lines Agent,Property and Casualty,937785600000,2027-10-31,HOUSTON,TX,772700363,null,CO,661578,12172,Unison Risk Advisors,F,1,,1,,1,-206928000000,1508371200000,0,,Independent,"CO,GA,FL",1516924800000,7.8,37339,2015-04-25,2010-06-03
20014134,2717456,BRYAN SILIO,General Lines Agent,"Life, Accident, Health & HMO",1629849600000,2027-03-31,MIAMI,FL,33190,null,OK,944591,52562,TrueNorth,F,1,1,1,,,67046400000,1211846400000,8867926,1,Wirehouse,"OK,ND,NC",1226275200000,17.2,32645,2007-02-26,2000-01-26
17163395,1889052,KATHERINE CRISTOBAL,Escrow Officer,NONE,1331251200000,2026-03-31,KATY,TX,77449,null,PA,225218,20362,Reliance Partners,M,1,1,1,1,1,510019200000,1690329600000,953352,,Regional,"PA,AZ,WA",1701993600000,2.1,60187,2020-12-26,2017-04-16
21630348,3351678,ADRIANNA FLORES,Temp General Lines - LAH Agent,"Temp. Life,  A&H, HMO",1750377600000,2025-12-17,STANTON,TX,79782,null,MO,262683,62328,Rich & Cartmill Inc.,M,1,1,,1,1,627264000000,1536451200000,5205597,1,Independent,MO,1547078400000,6.9,20787,2016-07-24,2014-06-02
21610643,3343531,ROBERT MICHAEL ROWAN III,General Lines Agent,"Life, Accident, Health & HMO",1748908800000,2027-11-30,WACO,TX,76706,null,NV,764770,86347,Alera Group,F,,,,1,,139708800000,1349827200000,0,,Wirehouse,NV,1355097600000,12.8,18636,2009-10-06,2002-08-17
18815667,3105587,KATHERINE VOGELHUBER,Adjuster - DHS Texas,Adjuster - All Lines DHS TX,1701648000000,2027-08-31,MEDFORD,MA,02155,null,DC,990249,41686,Ansay & Associates LLC,F,,1,,1,1,-249523200000,1679961600000,7756048,,Regional,DC,1681689600000,2.4,null,null,null
15645960,3290084,JARED WILLIAMS,General Lines Agent,"Life, Accident, Health & HMO",1738540800000,2027-06-30,JOHNSON CITY,TN,376042360,null,DE,670666,76536,Turner Surety & Insurance Brokerage,M,1,1,,1,1,-276566400000,1617840000000,10021988,1,Independent,"DE,CT,IL,SD",1619308800000,4.4,null,null,null
18011468,2345937,DARELLE DEMARCO,Adjuster,Adjuster -  Worker's Comp.,1539216000000,2026-01-31,FARMERS BRANCH,TX,752346609,null,UT,333404,86783,Premier Group Insurance Inc.,F,,1,,,1,719193600000,1508630400000,0,,Independent,"UT,SC",1516320000000,7.8,null,null,null
19677542,3032697,NICHOLAS CLARK,General Lines Agent,"Life, Accident, Health & HMO",1689033600000,2027-06-30,KALISPELL,MT,599014867,null,MO,780807,26223,Kapnick Insurance Group,M,,1,,1,1,-180748800000,1387497600000,3388507,1,Independent,"MO,MN,HI",1398384000000,11.7,94143,2011-02-11,2006-11-02
6394713,2966727,DAVID KAVANAY,Adjuster,Adjuster - P&C,1677110400000,2025-08-31,MC COMB,MS,39648,null,MS,329350,63177,Lockton,F,1,1,1,1,,-330393600000,1519171200000,8310153,1,Independent,"MS,NE,AZ",1525478400000,7.5,null,null,null
17029924,1843570,JOHN CONWELL,Life Agent,Life Agent/Agency,1375747200000,2026-01-31,WYLIE,TX,750988498,null,CO,155944,38763,Turner Surety & Insurance Brokerage,M,1,1,1,1,1,-149990400000,1434412800000,3543806,,Wirehouse,"CO,NV",1438819200000,10.2,16170,2014-02-03,2006-12-01
10569093,1496372,CHRISTOPHER CLARK,General Lines Agent,"Life, Accident, Health & HMO",1207094400000,2027-03-31,SAN ANTONIO,TX,78217,null,HI,691094,70700,AIS Insurance,F,1,1,,1,,-9158400000,1308096000000,5810121,1,Wirehouse,"HI,VA,OK",1313971200000,14.2,97477,2009-12-30,2006-09-09
17849833,3254131,DIEGO DIAZ,Adjuster,Adjuster - P&C,1730332800000,2026-02-28,HENDERSONVILLE,TN,37075,null,MD,921779,34579,"Bowen, Miclette & Britt Insurance Agency LLC",F,1,1,,1,1,663811200000,1603843200000,22010213,1,Wirehouse,"MD,HI,MO",1608940800000,4.8,null,null,null
20351132,2850340,CRYSTAL TURBYFILL,General Lines Agent,Property and Casualty,1654560000000,2026-10-31,TALLMADGE,OH,44278,null,VT,793246,93290,Inszone Insurance,F,1,1,,1,1,938995200000,1172707200000,10031609,1,Bank,"VT,NM,GA",1182902400000,18.5,12471,2005-10-01,1998-11-19
20762673,3360604,JOSE COLON,General Lines Agent,Property and Casualty,1752105600000,2027-10-31,LAS VEGAS,NV,891226774,null,IA,546146,81744,Watkins Insurance Group,F,1,1,,1,1,484531200000,1363910400000,688306,,Independent,"IA,OH",1364688000000,12.4,31316,2011-11-04,2004-10-16
17045812,1847594,CLINTON DEMPSEY,Life Agent,Life Agent/Agency,1377475200000,2026-04-30,FORT WORTH,TX,761072705,null,HI,992786,58319,Ansay & Associates LLC,F,1,,,1,1,266889600000,1538265600000,20893092,1,Wirehouse,"HI,MI",1552867200000,6.9,19897,2015-11-29,2014-04-05
2076091,2718911,MAUREEN STASKA,Adjuster,Adjuster - All Lines,1630022400000,2027-06-30,WEST CHESTER,PA,193804072,null,SC,672242,24291,Moreton & Company,F,,1,,1,1,-97286400000,1606521600000,2686694,,Independent,"SC,CO,KS",1613952000000,4.7,63655,2018-08-15,2016-06-08
3471442,3093371,LARRY ZIMMERMAN,Life Agent,Life Agent/Agency,1698883200000,2025-08-31,SAN ANTONIO,TX,78254,null,ID,774307,94370,Kaplansky Insurance,M,,1,1,1,1,-186192000000,1660780800000,8766841,,Wirehouse,ID,1670976000000,3,null,null,null
6954887,1607772,JAMES MEYER,Life Agent,Life Agent/Agency,1264550400000,2026-02-28,MELROSE,MN,56352,null,TN,898921,82163,Keystone Agency Partners LLC,M,1,1,,1,1,-345427200000,1327708800000,6892355,1,Independent,"TN,MN,IN,WA",1329091200000,13.5,null,null,null
19467747,2547757,RASHAWNDRA DEAN,General Lines Agent,"Life, Accident, Health & HMO",1596067200000,2026-12-31,FORT WORTH,TX,76112,null,LA,540110,39219,Dean & Draper Insurance Agency LP,F,1,,1,,1,41212800000,1293408000000,0,,Independent,"LA,MT,RI,WI",1298851200000,14.6,52387,2008-06-12,2004-10-20
20433238,2910130,BRANDON TAYLOR,Adjuster,Adjuster - All Lines,1665360000000,2026-07-31,TEMPE,AZ,85281,null,ND,689040,47630,Insurance Office of America Inc.,F,1,1,,1,1,-131068800000,1154476800000,3164381,1,Wirehouse,ND,1167609600000,19,null,null,null
20602121,2956551,BRENNA FARQUHAR,Adjuster,Adjuster - All Lines,1675123200000,2027-05-31,LITTLE ELM,TX,750688483,null,KY,812097,36097,Moody Insurance Agency Inc.,M,1,1,,,1,-152928000000,1491696000000,4691124,1,Wirehouse,"KY,OK,AL,CO",1493424000000,8.4,17136,2012-02-02,2004-07-10
11199546,1582965,GREGORY GURBIKIAN,General Lines Agent,"Life, Accident, Health & HMO",1250121600000,2025-12-31,TAMPA,FL,336184424,null,OK,712000,96139,Accession Risk Management Group,M,1,,1,1,,-157161600000,1249257600000,0,,Wirehouse,OK,1252195200000,16,null,null,null
19774523,2655259,CARSON POPP,General Lines Agent,"Life, Accident, Health & HMO",1618099200000,2027-06-30,SAN ANTONIO,TX,78230,null,AK,397796,67508,Shepherd Insurance,M,1,1,,1,1,703728000000,1459900800000,6750162,,Bank,"AK,IN,AR,HI",1468454400000,9.4,30352,2011-06-04,2005-01-19
21540422,3316429,CASSIDY BLAKE,General Lines Agent,"Life, Accident, Health & HMO",1743552000000,2027-07-31,TAMPA,FL,33610,null,MA,227765,31543,Tompkins Insurance Agencies Inc.,F,,1,1,1,1,140918400000,1669420800000,15072735,1,Independent,MA,1676937600000,2.7,null,null,null
20643949,2977168,SAM MARSICANO,Life Agent,Life Agent/Agency,1678924800000,2025-10-31,SEFFNER,FL,33584,null,PA,827050,73965,Turner Surety & Insurance Brokerage,F,1,1,1,1,1,358646400000,1582588800000,28125499,1,Wirehouse,"PA,SC,MT",1589155200000,5.5,31090,2018-05-02,2011-11-01
11458508,2272189,KERL BROOKS,Life Agent,Life Agent/Agency,1518739200000,2026-03-31,BROOKLYN,NY,11216,null,NM,205755,25945,Signers National LLC,M,1,1,1,1,,357868800000,1209686400000,2870525,,Regional,"NM,CA",1214438400000,17.3,76682,2005-08-24,2003-12-07
20996749,3135656,ORLANIS GARCIA FIGUEREDO,General Lines Agent,"Life, Accident, Health & HMO",1708387200000,2026-02-28,DORAL,FL,331721416,null,NH,585016,52829,AIS Insurance,F,1,1,,1,1,536544000000,1523491200000,6804010,,Independent,"NH,NC",1526515200000,7.3,null,null,null
20683530,3015960,JOSEPH ROBERTSON,Life Agent,Life Agent/Agency,1686009600000,2027-07-31,MIAMI,FL,33131,null,WA,801336,20344,NavSav Insurance,F,1,1,1,1,1,278380800000,1636848000000,0,,Wirehouse,"WA,UT",1647475200000,3.8,64873,2019-02-06,2011-03-31
7101746,2252085,JESSICA JACKSON,General Lines Agent,Property and Casualty,1512518400000,2027-05-31,HENDERSON,NV,890160009,null,VT,284097,44396,OneGroup NY Inc.,F,1,1,,1,1,564278400000,1488153600000,0,,Wirehouse,VT,1489536000000,8.5,11026,2015-08-07,2011-07-22
20426598,2883444,JOSEPH MENDES,General Lines Agent,"Life, Accident, Health & HMO",1660694400000,2026-03-31,PORT ST LUCIE,FL,349527572,null,SD,383717,30097,Highstreet Insurance Partners,M,1,1,1,,1,-164246400000,1610582400000,48716781,1,Regional,"SD,AK,NH",1621123200000,4.6,73712,2018-02-20,2011-12-20
21168067,3172674,GWENDOLYN SMITH,Life Agent,Life Agent/Agency,1715212800000,2026-11-30,TEXAS CITY,TX,775682608,null,IN,631832,59146,Patriot Growth Insurance Services LLC,M,,,,1,1,405216000000,1572825600000,4971279,,Wirehouse,"IN,SD",1577750400000,5.8,null,null,null
21323759,3231902,JOANNA OCHOA,Life Agent,Life Agent/Agency,1726444800000,2026-07-31,ROUND ROCK,TX,78664,null,SC,978226,10741,Heffernan Insurance Brokers,F,1,1,1,,1,481507200000,1128729600000,2816753,,Wirehouse,"SC,MT",1142899200000,19.9,85311,2003-11-02,2002-07-02
20220638,3054205,STEPHEN FINNEY,General Lines Agent,"Life, Accident, Health & HMO",1692662400000,2027-03-31,MACON,GA,31210,null,SD,787824,46432,"Bowen, Miclette & Britt Insurance Agency LLC",F,1,1,1,1,1,725068800000,1312156800000,2382620,1,Wirehouse,"SD,HI,AL",1325289600000,14,null,null,null
21663712,3365733,BRITTANY POSEY,General Lines Agent,Property and Casualty,1753142400000,2027-09-30,AMARILLO,TX,79108,null,NV,843135,15535,Buckner Company,M,1,,,1,1,-339638400000,1593820800000,0,,Independent,"NV,TN,IL",1603324800000,5.1,null,null,null
20771493,3126001,RASHEL ROE,Life Agent,Life Agent/Agency,1706313600000,2026-08-31,FORT PAYNE,AL,35967,null,CA,659581,77782,EPIC Insurance Brokers & Consultants,F,1,1,1,1,1,-339379200000,1198627200000,5343922,,Wirehouse,"CA,WV,SC,PA",1212278400000,17.6,47234,2005-12-31,2002-11-12
19663799,2579222,JOSHUA ESHLEMAN,General Lines Agent,"Life, Accident, Health & HMO",1601856000000,2026-11-30,PEMBROKE PINES,FL,33029,null,PA,682719,41451,Hotchkiss Insurance,M,1,1,1,1,1,135907200000,1415491200000,1635817,,Independent,"PA,DC,WA",1417564800000,10.8,15876,2013-01-10,2007-11-28
1102491,1012436,ROLAND GARZA,General Lines Agent,"Life, Accident, Health & HMO",554342400000,2026-06-30,MCALLEN,TX,785044729,null,TX,224678,71225,CCIG,F,1,,1,1,1,268099200000,1450915200000,37648967,1,Wirehouse,"TX,MO,MA,MS",1463702400000,9.6,82662,2011-06-10,2004-10-16
16529850,2182910,STEPHEN MROZEK,General Lines Agent,"Life, Accident, Health & HMO",1492992000000,2027-01-31,WILLOUGHBY HILLS,OH,440949152,null,AL,619029,37124,Trucordia,M,1,1,,,1,224467200000,1516060800000,2414459,1,Independent,"AL,HI,MA,NJ",1517788800000,7.6,null,null,null
9847963,2101351,LILLY LABOI,Escrow Officer,NONE,1466985600000,2026-07-31,FRISCO,TX,750367838,null,VA,557796,80094,Lawley Insurance,F,1,1,1,1,1,-44928000000,1423180800000,6001018,,Independent,"VA,MO,TX",1429833600000,10.5,32837,2014-07-19,2012-10-11
19220828,2423195,JENNIFER MARKHAM,General Lines Agent,Property and Casualty,1562630400000,2027-05-31,HUMBLE,TX,77346,null,KY,783702,79698,Atlas Insurance Brokers LLC,M,1,,1,1,1,454464000000,1706832000000,2574333,,Wirehouse,"KY,OR,NH,NY",1708646400000,1.5,null,null,null
19420263,2490838,ASHLEY ASHLEY,General Lines Agent,"Life, Accident, Health & HMO",1581033600000,2027-02-28,ARLINGTON,TX,76013,null,NJ,786696,76809,Sterling Seacrest Pritchard,M,1,1,,1,1,519609600000,1735344000000,0,,Wirehouse,"NJ,KS,PA,NE",1740700800000,0.6,76433,2023-12-06,2017-01-07
19658052,3276457,ERICA HOOVEN,General Lines Agent,Property and Casualty,1735257600000,2026-09-30,PHILADELPHIA,PA,191224546,null,NH,597164,61325,Charles L. Crane Agency,M,1,1,,1,1,599961600000,1335052800000,40312715,1,Regional,"NH,ND",1335398400000,13.3,null,null,null
20846833,3111669,PRIYA SINGH,General Lines Agent,"Life, Accident, Health & HMO",1702944000000,2025-08-31,APEX,NC,27502,null,ID,854798,46630,Crest Insurance Group,M,1,1,1,1,1,-217036800000,1548374400000,5310059,,Independent,"ID,ND,RI",1557532800000,6.6,null,null,null
21624751,3349320,MICHELLE EAGLIN,Life Agent,Life Agent/Agency,1750032000000,2027-12-31,HOUSTON,TX,77044,null,WY,178859,20593,Lawley Insurance,F,,1,1,1,,803779200000,1501459200000,5243989,1,Independent,"WY,AK,WI,WV",1509062400000,8,97792,2012-11-27,2005-07-17
21307574,3342605,SHARYN MUHAMMAD BAKEER,Life Agent,Life Agent/Agency,1748736000000,2027-12-31,COVINGTON,GA,30016,null,WI,559232,93529,TRICOR Insurance,F,1,1,1,1,1,359942400000,1320796800000,8460854,,Independent,"WI,VT",1327795200000,13.8,69483,2010-07-16,2006-05-06
20692162,2995403,CESAR GONZALEZ,Life Agent,Life Agent/Agency,1682294400000,2027-03-31,FRISCO,TX,75034,null,MI,786065,18532,Haas & Wilkerson Insurance,F,1,1,,1,1,-193795200000,1557964800000,21272071,1,Independent,"MI,WA",1569715200000,6.3,99102,2016-10-20,2014-11-28
8161606,2871892,NATHANIEL STEVENS,General Lines Agent,"Life, Accident, Health & HMO",1658707200000,2026-06-30,TROY,OH,453732002,null,SC,728722,70492,Cross Insurance,F,1,1,,1,1,230169600000,1581292800000,0,,Wirehouse,"SC,IA,UT,NC",1581811200000,5.5,null,null,null
8600230,1433097,HENRY KBRERA,General Lines Agent,"Life, Accident, Health & HMO",1172102400000,2027-06-30,SAN ANTONIO,TX,782554419,null,WV,139572,16791,IMA,F,1,1,,,1,76032000000,1734307200000,5780581,,Independent,"WV,ME,NM,NV",1741046400000,0.7,null,null,null
17582165,2000334,RONALD GENE ERICKSON JR.,Adjuster,Adjuster - All Lines,1430956800000,2027-06-30,HOUSTON,TX,77070,null,CA,533563,92460,NavSav Insurance,M,1,1,,,1,63417600000,1685491200000,1791633,1,Wirehouse,CA,1697587200000,2.2,null,null,null
16697876,3040633,MELISSA RODRIGUEZ,General Lines Agent,Property and Casualty,1690329600000,2027-05-31,MARIETTA,GA,300606628,null,WV,279401,66506,Highstreet Insurance Partners,F,1,1,1,1,1,89856000000,1593820800000,47321804,1,Independent,"WV,VT",1601510400000,5.1,null,null,null
2553105,2976961,JAMES SMITH,General Lines Agent,"Life, Accident, Health & HMO",1678924800000,2025-06-30,MALIBU,CA,90265,null,WY,987928,42639,Cross Insurance,F,1,1,,,1,-114134400000,1451692800000,8237100,,Independent,WY,1453248000000,9.6,57883,2015-06-28,2011-03-18
16935100,1835566,JORGE RAMIREZ,General Lines Agent,"Life, Accident, Health & HMO",1372118400000,2026-01-31,MISSION,TX,785747661,null,WV,866904,98368,R&R Insurance Services Inc.,M,1,1,1,1,,795571200000,1306713600000,6327154,1,Independent,"WV,CT,GA,MN",1307318400000,14.2,null,null,null
15506957,1615500,SHELLEY DUNN,General Lines Agent,"Life, Accident, Health & HMO",1269216000000,2026-05-31,BONNEY LAKE,WA,983915957,null,WY,275581,11190,Acrisure LLC,M,,1,1,,1,-326764800000,1550880000000,8219022,,Wirehouse,"WY,IL,TX",1553990400000,6.5,71832,2018-01-07,2015-10-17
18831191,2310682,JENNIFER OCHOA,General Lines Agent,"Life, Accident, Health & HMO",1529971200000,2026-05-31,HOUSTON,TX,770735468,null,NJ,771997,81876,Ansay & Associates LLC,M,1,1,,1,1,45878400000,1486771200000,15975529,1,Regional,"NJ,SC",1488153600000,8.5,null,null,null
3516915,1065793,VICTORIA SALCEDO,General Lines Agent,Property and Casualty,965260800000,2026-11-30,AMARILLO,TX,791071416,null,IN,576355,25206,BancFirst Insurance Services Inc.,F,1,1,,,1,750902400000,1506988800000,0,,Wirehouse,"IN,NY",1517961600000,7.9,null,null,null
16453308,2676028,NICHOLAS KREUTZBERG,General Lines Agent,"Life, Accident, Health & HMO",1622073600000,2027-02-28,LINDENHURST,NY,11757,null,KY,161063,25583,JMG,M,1,1,,1,1,251683200000,1530748800000,6243108,,Regional,"KY,MT,SC",1536364800000,7.1,11201,2016-07-03,2014-07-29
21404659,3268046,PATRICK CORONADO,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1733270400000,2026-06-30,SAN ANTONIO,TX,78240,null,DC,654478,17722,World Insurance Associates LLC,M,1,1,,1,1,882230400000,1294617600000,11308516,1,Independent,DC,1295568000000,14.6,null,null,null
7045150,1305817,GEORGE KHILLA,General Lines Agent,Property and Casualty,1105574400000,2025-10-31,NORTH HOLLYWOOD,CA,916064801,null,GA,561609,82843,Keystone Agency Partners LLC,M,1,1,,1,1,294451200000,1466294400000,41109833,1,RIA,GA,1478995200000,9.2,null,null,null
5845808,2994572,ALISSA BOWLING-TICE,Life Agent,Life Agent/Agency,1681948800000,2027-08-31,SEMMES,AL,365754447,null,NJ,425682,56712,TRICOR Insurance,F,1,1,1,1,1,459648000000,1358467200000,40644254,1,Wirehouse,"NJ,AK",1359072000000,12.6,97822,2008-05-17,2003-07-11
1326138,1564942,EDWARD LEE,Adjuster,Adjuster - P&C,1240531200000,2025-12-31,LANCASTER,TX,751341984,null,CA,519295,59615,Mackoul Risk Solutions LLC.,M,1,1,,1,1,-42336000000,1179014400000,0,,Regional,"CA,TN",1194307200000,18.3,null,null,null
20719672,3185253,EVAN BRIGHT,General Lines Agent,"Life, Accident, Health & HMO",1717632000000,2026-02-28,CHARDON,OH,44024,null,AL,895379,24144,The MJ Companies,M,1,1,1,,1,212976000000,1339545600000,0,,Bank,AL,1345680000000,13.2,85233,2010-05-06,2008-11-15
2769883,2450255,CHRIS EILERS,Life Agent,Life Agent/Agency,1569196800000,2027-01-31,SOUTHWEST RANCHES,FL,33331,null,OK,207083,25359,Sterling Seacrest Pritchard,M,1,1,1,,1,-104457600000,1532563200000,48272006,1,Independent,OK,1536883200000,7.1,88008,2013-04-04,2008-04-08
9915303,1727455,BRIAN SIGMON,General Lines Agent,Property and Casualty,1325030400000,2026-08-31,FREDERICKSBURG,VA,224080280,null,DE,353473,21559,World Insurance Associates LLC,M,1,,1,1,,-66960000000,1277251200000,2505501,,Wirehouse,"DE,NM,UT",1278806400000,15.1,60149,2009-02-08,2006-01-16
813338,2982229,CORINNE HUTCHINSON,General Lines Agent,"Life, Accident, Health & HMO",1679961600000,2025-11-30,ATHENS,GA,306064744,null,MD,794605,56000,Alera Group,M,1,1,,,1,299289600000,1258502400000,4245402,1,Wirehouse,"MD,KS,CO",1263081600000,15.7,53648,2005-05-12,2004-01-02
21064642,3128610,APRIL SANCHEZ,General Lines Agent,"Life, Accident, Health & HMO",1706832000000,2026-02-28,SAN ANTONIO,TX,78217,null,DC,673240,83426,Christensen Group Inc.,M,,,1,1,,-203299200000,1641600000000,0,,Wirehouse,"DC,ID,WA,KY",1651104000000,3.6,null,null,null
20073114,2973012,NICHOLAS ADAM,General Lines Agent,Property and Casualty,1678233600000,2027-06-30,CHANDLER,AZ,85224,null,GA,297765,25007,Commercial Insurance Associates,F,1,1,1,,1,231379200000,1710892800000,0,,Independent,"GA,IN,NC",1723248000000,1.4,66302,2021-03-25,2018-02-05
17341421,3038046,STACY SELESKIE,Adjuster - DHS Texas,Adjuster - All Lines DHS TX,1689897600000,2027-06-30,FORT ATKINSON,WI,53538,null,IL,640187,90281,C3 Risk & Insurance,M,1,1,1,,1,-254016000000,1446595200000,0,,Wirehouse,"IL,UT",1454457600000,9.8,null,null,null
20867187,3094053,IKEI SIMMONS,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1698969600000,2025-09-30,MACON,GA,31295,null,MS,924372,80181,Hotchkiss Insurance,M,1,1,1,1,1,-72835200000,1120435200000,2550298,,Independent,"MS,FL,OH",1131408000000,20.1,null,null,null
20824655,3052871,MATTHEW BRADY,Adjuster - DHS Texas,Adjuster - P&C DHS TX,1692316800000,2027-02-28,LIVERPOOL,NY,13090,null,MO,388332,80686,USI Insurance Services,M,1,1,1,1,1,-149126400000,1661126400000,0,,Wirehouse,"MO,KS,IN,UT",1671062400000,3,29778,2019-02-09,2011-05-13
21213885,3374417,LEVON RSHTUNI,General Lines Agent,"Life, Accident, Health & HMO",1754611200000,2027-01-31,LOS ANGELES,CA,90025,null,WY,127789,74420,Heffernan Insurance Brokers,F,1,1,1,1,1,-171936000000,1531440000000,0,,Regional,WY,1546041600000,7.1,56038,2015-12-06,2012-02-19
18566562,2264062,WILLIAM PARKINS,Adjuster,Adjuster - All Lines,1516924800000,2026-05-31,PUYALLUP,WA,98374,null,NM,838000,50370,EPIC Insurance Brokers & Consultants,M,1,1,,1,1,-184118400000,1398729600000,0,,Independent,"NM,NY,AK",1408233600000,11.3,91793,2011-12-04,2007-10-31
18187565,2163342,JOSEPH ALLEN ELLIOTT JR,General Lines Agent,"Life, Accident, Health & HMO",1486512000000,2025-09-30,MANVEL,TX,775782090,null,ME,792113,50451,Charles L. Crane Agency,M,1,1,,1,1,-140313600000,1389916800000,6544241,,Independent,"ME,OH,NH",1393027200000,11.6,85683,2013-01-07,2009-08-25
20452511,3011823,AUSTIN IULIANO,General Lines Agent,"Life, Accident, Health & HMO",1685059200000,2025-10-31,ENGLEWOOD,CO,801126138,null,WY,627743,78855,Inszone Insurance,M,1,1,1,1,1,449971200000,1411430400000,0,,Regional,WY,1426636800000,10.9,11275,2011-04-03,2009-05-28
